device_id,user_id,model_name,last_login_ip,first_seen_at
3f3a48d2-244c-458c-ae3b-72428a4d7828,158,Redmi Note 10,17.51.176.39,2025-04-12 21:52:48.537016
aeff12cd-584d-4c5d-adca-8c4718f49d00,159,iPhone 13,147.156.149.42,2025-10-12 21:52:48.537016
7ab0dcea-f3aa-4512-a2ac-6e01ea7dd43e,160,Redmi Note 10,61.24.2.89,2025-08-02 21:52:48.537016
608e34f1-24cd-4e2c-9bd6-337fd891e800,161,Samsung S21,23.94.8.25,2025-10-08 21:52:48.537016
86a39e2b-3718-4cf7-a3a6-e0ae13c2849c,162,Samsung S21,46.190.184.29,2025-10-07 21:52:48.537016
b72e56c2-bcdc-4d7e-b150-f0efcce893d2,163,Samsung S21,101.139.236.220,2025-03-31 21:52:48.537016
fa469e79-065f-4b37-891f-6c21b8037d1a,164,Redmi Note 10,163.28.46.209,2025-02-13 21:52:48.537016
380efba5-3810-48b9-a517-a2b873a06ac5,165,Redmi Note 10,112.103.24.76,2025-03-03 21:52:48.537016
67878ecc-d68d-4db8-8232-404fe1be98a8,166,Redmi Note 10,187.199.54.151,2025-09-18 21:52:48.538033
20a961f1-5885-4210-8178-23276591c059,167,iPhone 13,158.203.248.125,2025-04-29 21:52:48.538033
11d11ea9-581b-4061-800b-e16fedb32b88,168,Samsung S21,124.76.200.30,2025-12-02 21:52:48.538033
a982e26a-762d-49ad-8495-9b87359ae7d7,169,Redmi Note 10,79.78.102.69,2025-10-03 21:52:48.538033
980a3b68-e034-4b04-8dbd-8784cc0f8301,170,iPhone 13,49.240.91.144,2025-02-27 21:52:48.538033
c7948414-6707-4dcf-83b7-0776676c848c,171,iPhone 13,157.65.199.175,2025-11-02 21:52:48.538033
13f8f0d5-8fc9-4067-aeb8-3993d1bd66cd,172,Samsung S21,118.165.214.189,2025-01-23 21:52:48.538033
a31b9f52-42f2-4303-8dca-9f24a4cb79d1,173,iPhone 13,129.126.85.14,2025-09-15 21:52:48.538033
cee9786a-2db6-4b36-9ad0-755867053dfe,174,Redmi Note 10,154.2.218.218,2025-06-11 21:52:48.538033
48868463-e5f6-4cea-8aaa-f8d14a48094b,175,Samsung S21,175.166.244.20,2025-09-29 21:52:48.539243
6443da6f-b0f0-4147-ac23-f53ee470b784,176,iPhone 13,215.33.244.182,2025-07-14 21:52:48.539243
d1f51712-92cb-40cb-bb3b-22839c478ecb,177,Redmi Note 10,54.225.47.185,2025-05-04 21:52:48.539243
f3e72198-d5d2-493c-af2d-0720587cd8b8,178,Redmi Note 10,45.241.172.168,2025-12-25 21:52:48.539243
d2343a64-67ff-4cb0-b8c3-5251f211660b,179,iPhone 13,31.252.139.50,2026-01-05 21:52:48.539243
60cd8758-5284-4ed0-aed4-a067a43b8a61,180,Samsung S21,72.145.85.95,2025-11-17 21:52:48.540226
d961bd4a-f20b-49b9-a48e-0d7373457d86,181,Samsung S21,142.111.238.52,2025-07-10 21:52:48.540226
0f0c0a46-595f-4502-9aa9-6100ee67cd77,182,Samsung S21,164.56.77.107,2025-02-24 21:52:48.540226
c17c5992-35fc-439d-8b6b-0af1ebf1e890,183,Redmi Note 10,8.39.240.187,2025-11-19 21:52:48.540226
11826263-a3fd-4328-9f8a-e536545f5106,184,iPhone 13,82.143.70.224,2025-11-06 21:52:48.540226
c49c5631-9035-4bf4-9f56-9380a0f920ca,185,Redmi Note 10,56.112.244.198,2025-07-30 21:52:48.540226
5d85a91a-fd1b-4243-b4bb-a4efb8b5f7e7,186,Redmi Note 10,49.84.111.169,2025-12-30 21:52:48.540226
ea126a8f-4df2-4efb-9dab-4e1c0319c4c5,187,iPhone 13,10.183.29.152,2025-08-03 21:52:48.540226
0ca9c5fe-a1b9-445f-9fd4-dd5579974ded,188,Redmi Note 10,164.13.172.171,2025-09-23 21:52:48.540226
d37cf892-9f56-4c34-a5ba-20dc7ba11def,189,Redmi Note 10,132.213.67.155,2025-07-23 21:52:48.541689
c7954f63-13e3-4f35-a712-bf08d33095aa,190,Samsung S21,119.7.41.80,2025-11-29 21:52:48.541689
f15e3fc7-27c8-4070-97ae-8e4afcf03841,191,iPhone 13,61.46.142.217,2025-07-12 21:52:48.541689
77d603f1-4eeb-46aa-a91a-b69e71f7da1c,192,iPhone 13,201.137.156.197,2025-04-26 21:52:48.541689
b162839a-7414-4ab6-b286-821e97ea6b0b,193,iPhone 13,167.49.75.164,2025-04-10 21:52:48.541689
e5ea0789-f90c-47a3-a8ba-6077c5825e18,194,iPhone 13,85.62.234.91,2025-10-21 21:52:48.541689
d2cd21ac-2ccc-4c5a-8dd9-e46f84d72e8d,195,Redmi Note 10,64.122.14.236,2025-06-16 21:52:48.541689
ed3b57fe-cadd-4083-8f78-ce1f744b9545,196,Samsung S21,38.177.19.198,2025-11-13 21:52:48.541689
8925aeb1-bb40-4bd9-bb24-253dec730c01,197,iPhone 13,39.40.136.224,2025-04-27 21:52:48.542754
b53795c1-29b5-4cf8-9478-fd3af1b8f13d,198,Redmi Note 10,186.195.0.169,2026-01-10 21:52:48.542754
4db88844-f58c-4a8b-9762-80629c45b2fa,199,iPhone 13,48.63.94.130,2025-06-17 21:52:48.542754
d43b347d-425c-4103-90e0-698821735784,200,Redmi Note 10,42.25.244.77,2025-09-04 21:52:48.542754
82c65eb3-45d4-4926-b00b-7ade7a5f3a16,201,Redmi Note 10,122.151.48.247,2025-04-12 21:52:48.542754
5d6b5a83-4848-4644-a514-2738dd93a4a9,202,iPhone 13,151.182.53.124,2025-10-17 21:52:48.542754
e5896300-761b-4541-a50b-c7b551df640f,203,iPhone 13,91.148.102.208,2025-02-03 21:52:48.542754
71705a0c-eaa0-4ba3-aa23-41600e2107e9,204,Samsung S21,79.22.214.72,2025-03-28 21:52:48.543931
37378725-86ea-4f09-9c03-33d703238c87,205,iPhone 13,35.238.8.36,2025-06-25 21:52:48.543931
17e9a111-850f-4416-9e4f-d23198b3b255,206,Redmi Note 10,97.221.193.248,2025-02-24 21:52:48.543931
26c668db-901f-4652-b7a5-e4dc06929de5,207,Redmi Note 10,190.155.196.154,2025-04-09 21:52:48.543931
2111bb86-49b3-4764-ba28-99b235b9407a,208,iPhone 13,190.144.102.150,2025-03-04 21:52:48.543931
56cdebf3-c307-4424-9343-a7a05b404fcd,209,iPhone 13,25.239.100.169,2025-07-07 21:52:48.543931
33cbf369-87ae-4222-a39a-2ee2b8aabe41,210,Redmi Note 10,88.44.86.114,2025-11-29 21:52:48.543931
339e2ab6-a63d-4a98-9714-a775eb9b9c7a,211,Samsung S21,124.105.41.104,2025-08-01 21:52:48.543931
f89a92c8-e24c-4df5-abda-399b36b2a456,212,iPhone 13,11.76.99.93,2025-10-12 21:52:48.543931
13d4e236-0124-4316-bd55-cc01c22ab8f0,213,Samsung S21,175.6.91.104,2025-05-24 21:52:48.545131
4b581ece-d7d3-4cb0-a2ce-29dc7f4fda36,214,Samsung S21,184.142.88.162,2025-06-02 21:52:48.545131
98f2feed-2325-4045-8e43-d8ebdb27d830,215,iPhone 13,67.157.38.86,2025-04-09 21:52:48.545131
98f815c4-2dcf-40fc-8d5e-47108c28aa67,216,Redmi Note 10,52.201.82.131,2025-07-19 21:52:48.545131
da962a44-ef57-4bef-8186-21180fc80cbe,217,Samsung S21,27.4.84.239,2025-09-11 21:52:48.545131
50fb732d-4030-4c36-b04b-22e38c050589,218,Redmi Note 10,217.180.93.73,2025-07-05 21:52:48.545131
9630847d-9c40-4750-abd0-71313ce5cab5,219,Samsung S21,53.8.117.176,2025-08-01 21:52:48.545131
f94346aa-b94e-4ecb-8976-4a7de0055cd6,220,iPhone 13,100.1.183.135,2025-07-03 21:52:48.546133
cedbe47c-a7fd-4517-9d62-b60e0810a043,221,Samsung S21,211.146.206.84,2025-05-25 21:52:48.546133
de6d6f17-1b21-4b1a-b91c-1eb8eb62a340,222,Redmi Note 10,206.20.14.150,2025-10-28 21:52:48.546133
5506f174-5b5f-40f2-b970-0c8e82e74eea,223,Redmi Note 10,116.147.242.137,2025-12-14 21:52:48.546133
0dcf596c-3d9d-401f-aff2-0d20cacb2c91,224,Samsung S21,81.246.196.183,2025-11-25 21:52:48.546133
3035ba44-1423-4d2e-94d7-4cf9e630f8ef,225,iPhone 13,221.82.60.126,2025-12-23 21:52:48.546133
df958bad-9b8d-46c2-8553-4157ba553450,226,Samsung S21,132.253.227.140,2025-05-11 21:52:48.546133
6cbc9170-9805-44d9-87f5-61a70c2bf33a,227,iPhone 13,157.145.218.49,2025-09-11 21:52:48.546133
ddf23d81-3849-418e-a047-4efaf9362041,228,iPhone 13,107.103.93.164,2025-09-12 21:52:48.547134
